Well,Field,Cell_Number,Top,Left,XCentroid,YCentroid,ObjectAreaCh1,ObjectTotalIntenCh1,ObjectAvgIntenCh1,ObjectVarIntenCh1,SpotCountCh2,SpotTotalAreaCh2,SpotAvgAreaCh2,SpotTotalIntenCh2,SpotAvgIntenCh2,TotalIntenCh2,AvgIntenCh2
B2,29,4,536,277,366.3143157,630.5371611,24784,44355763,1789.693472,742.6275238,0,0,0,0,0,422385,17.04264848
B2,29,5,759,166,317.8254277,847.0913841,29283,60810679,2076.65468,896.6629189,0,0,0,0,0,584588,19.96339173
B2,30,1,20,598,667.471328,74.28406151,13916,21713508,1560.326818,545.670403,1,25,25,17256,690.24,278250,19.99496982
B2,30,2,35,751,829.6958464,109.8124552,18129,31269476,1724.831816,674.6228579,0,0,0,0,0,272927,15.05471896
B2,30,3,140,384,444.5133703,220.2281917,12266,19273007,1571.254443,614.9386717,8,174,21.75,153210,880.5172414,400670,32.66509049
B2,30,4,219,436,518.1946091,294.9017618,12317,19707177,1599.998133,591.0492686,30,803,26.76666667,1645238,2048.864259,4678905,379.8737517
B2,30,5,230,659,727.9138015,297.8641384,14397,24909680,1730.199347,639.0209509,0,0,0,0,0,221655,15.39591582
B2,30,6,362,457,578.846561,454.5627959,26825,47914802,1786.199515,914.0668644,0,0,0,0,0,386813,14.41986952
B2,30,7,425,673,749.9412264,507.6028302,21200,47166965,2224.85684,1178.225007,0,0,0,0,0,470590,22.19764151
B2,30,8,545,82,147.5223844,624.4345783,16172,48008193,2968.599617,1804.051172,0,0,0,0,0,524849,32.45418006
B2,30,9,547,308,374.9925933,655.4387109,20387,36919733,1810.944867,825.4834839,0,0,0,0,0,411809,20.19958797
B2,30,10,623,824,892.9700864,702.403398,13773,18985477,1378.456182,680.7779205,2,19,9.5,6496,341.8947368,245583,17.83075583
B2,30,11,680,879,963.7502175,775.0992974,14945,24972245,1670.943125,614.3473569,1,12,12,3515,292.9166667,234694,15.70384744
B2,30,12,800,319,397.9827483,868.3110724,16636,39306589,2362.742787,1306.625241,1,6,6,1835,305.8333333,487998,29.33385429
B2,31,1,135,338,420.1217588,232.6211641,25222,50007231,1982.683015,914.347078,0,0,0,0,0,496576,19.68820871
B2,31,2,217,30,135.1679565,303.1607477,28299,45847013,1620.093042,713.3854553,0,0,0,0,0,404067,14.27849041
B2,31,3,218,927,1004.1325,299.6334002,19449,32518595,1671.993162,686.3541278,5,47,9.4,19134,407.106383,511758,26.31281814
B2,31,4,534,276,461.604513,651.2310288,40904,73718108,1802.222472,782.3656208,13,328,25.23076923,498638,1520.237805,2106690,51.50327596
B2,31,5,561,796,917.7791528,639.9798395,29414,51355069,1745.939655,731.4474556,0,0,0,0,0,445760,15.15468824
B2,31,6,785,301,395.792142,866.8634003,23492,53265629,2267.39439,1184.020904,0,0,0,0,0,425134,18.09696918
B2,31,7,973,768,821.7086815,1015.912619,7061,17047113,2414.263277,1369.64372,0,0,0,0,0,193069,27.3430109
B2,32,1,116,789,845.7611032,175.0862577,10515,21260188,2021.891393,978.9926135,0,0,0,0,0,210371,20.00675226
B2,32,2,209,618,687.8568492,286.6965683,17513,42134625,2405.905613,1348.245072,0,0,0,0,0,537166,30.67241478
B2,32,3,294,382,504.4870047,430.8609029,48556,77743244,1601.104786,968.1797691,0,0,0,0,0,606511,12.49095889
B2,32,4,327,771,877.2947211,433.8556182,31389,42590059,1356.846634,509.2583483,0,0,0,0,0,478121,15.23211953
B2,32,5,363,174,233.0297261,422.8012573,11135,29443108,2644.194701,1532.861098,0,0,0,0,0,393523,35.34108666
B2,32,6,566,171,245.9390586,634.7622444,17804,30967973,1739.382891,908.4507079,0,0,0,0,0,270437,15.18967648
B2,32,7,650,316,391.2380758,730.3196086,19624,46766768,2383.141459,1368.591735,0,0,0,0,0,563452,28.71239299
B2,32,8,675,768,836.560826,757.7618324,19079,43241651,2266.452697,1401.64508,8,170,21.25,178600,1050.588235,1517362,79.53047854
B2,32,9,726,486,572.0194513,812.2788903,22672,41919829,1848.969169,838.4802159,2,16,8,4973,310.8125,536721,23.67329746
B2,32,10,896,573,667.7769057,985.1192264,26630,49532954,1860.043335,1113.32154,2,41,20.5,24842,605.902439,588297,22.09151333
B2,32,11,955,339,394.1322946,1011.950217,10847,19141110,1764.645524,686.8307942,0,0,0,0,0,151085,13.92873606
B2,32,12,966,87,139.9798113,1021.658986,9114,27103178,2973.796138,1660.268775,0,0,0,0,0,289930,31.81149879
B2,33,1,205,910,983.1416449,295.5736292,15320,30815950,2011.484987,872.7157403,1,14,14,4967,354.7857143,337210,22.01109661
B2,33,2,234,27,107.0529352,307.2740736,16813,35518634,2112.569678,982.5591046,2,57,28.5,45111,791.4210526,676030,40.20876703
B2,33,3,426,904,980.9178271,505.7902626,18814,34493065,1833.372223,672.5835688,7,176,25.14285714,113438,644.5340909,631656,33.5737217
B2,33,4,469,325,388.9040456,537.3362787,13694,41235420,3011.203447,1844.229999,0,0,0,0,0,553039,40.3854973
B2,33,5,483,23,120.3365672,582.4570142,23089,51187787,2216.977219,991.8187085,0,0,0,0,0,543262,23.5290398
B2,33,6,528,969,1043.61804,642.1166584,22073,32301667,1463.401758,498.6998099,32,616,19.25,494146,802.1850649,1649422,74.72577357
B2,33,7,756,650,726.7548715,896.3269207,24171,51404525,2126.702453,983.2456002,0,0,0,0,0,493801,20.42948161
B2,33,8,819,844,925.2140444,883.5024735,16576,41160337,2483.128439,1210.434286,2,17,8.5,8229,484.0588235,527108,31.79946911
B2,34,1,31,811,879.2817,129.97225,20000,30687292,1534.3646,510.9438485,0,0,0,0,0,346744,17.3372
B2,34,2,217,619,686.5838745,317.4089827,18480,29379798,1589.815909,669.6629801,0,0,0,0,0,351419,19.01617965
B2,34,3,274,296,386.3188515,362.7910842,23823,42094333,1766.961886,860.4328854,0,0,0,0,0,416025,17.46316585
B2,34,4,380,808,901.7181384,469.2648688,26364,42838522,1624.887043,603.1624166,0,0,0,0,0,370556,14.05537855
B2,34,5,568,165,259.88033,675.2262145,27275,43823323,1606.721283,960.2418285,0,0,0,0,0,472545,17.32520623
B2,34,6,571,698,761.9957104,639.7588196,13521,35068472,2593.630057,1307.577575,0,0,0,0,0,456929,33.79402411
B2,34,7,712,815,927.3669574,813.7896529,33478,60795819,1815.99316,1028.938929,4,77,19.25,67912,881.974026,791980,23.65672979
B2,34,8,798,25,79.83273099,856.6140006,12728,19768784,1553.172847,523.2442373,1,16,16,7122,445.125,237576,18.66561911
B2,35,1,72,745,802.4948963,137.6169059,12540,17367980,1385.00638,374.5527048,8,375,46.875,1275280,3400.746667,3963749,316.088437
B2,35,2,261,33,110.3089546,396.8126013,19744,26594522,1346.967281,451.5279869,3,45,15,18202,404.4888889,388658,19.68486629
B2,35,3,285,836,909.4151725,358.3096633,16899,25065057,1483.227232,475.1278332,0,0,0,0,0,276091,16.33771229
B2,35,4,301,211,349.1618799,468.9523712,58704,70100687,1194.138168,384.4102574,13,225,17.30769231,195433,868.5911111,1129859,19.24671232
B2,35,5,322,433,519.2435705,414.0839792,22708,34055191,1499.70015,515.1417669,3,35,11.66666667,11455,327.2857143,334399,14.72604369
B2,35,6,656,555,664.6552144,736.7857267,22994,42980970,1869.22545,756.0539488,29,877,30.24137931,1679269,1914.787913,4211973,183.1770462
B2,35,7,690,846,909.1371059,751.7955143,10656,17914247,1681.141798,621.1727404,5,110,22,86517,786.5181818,464868,43.625
B2,35,8,722,184,289.2570985,819.1909217,30887,46226998,1496.649011,450.8922449,0,0,0,0,0,496867,16.08660602
B2,35,9,901,144,210.9617286,967.1746594,14972,22329903,1491.444229,488.6575768,9,163,18.11111111,153570,942.1472393,640019,42.74772909
B2,35,10,958,493,580.837806,1023.425491,14421,22813112,1581.936898,568.2445375,8,187,23.375,176976,946.3957219,749513,51.97371888
B2,36,1,30,319,390.8237575,110.5286737,18571,31847149,1714.886059,623.6335549,1,13,13,4542,349.3846154,378006,20.35463895
B2,36,2,229,164,254.5522116,322.1428345,25253,35655287,1411.922821,420.3242332,27,581,21.51851852,631209,1086.418244,2036544,80.64562626
B2,36,3,303,507,607.6364356,431.6273328,32847,63129746,1921.933388,807.0173244,30,827,27.56666667,1416104,1712.338573,4189130,127.5346303
B2,36,4,442,130,189.1460909,503.960106,12458,20096816,1613.165516,532.3581095,31,1226,39.5483871,6225206,5077.655791,13256023,1064.057072
B2,36,5,482,281,370.7757656,563.740911,21977,32946621,1499.140966,606.5099527,2,32,16,10443,326.34375,287551,13.08417891
B2,36,6,561,757,832.1261832,632.7302414,16904,39040826,2309.561406,937.9485477,1,7,7,2642,377.4285714,609816,36.07524846
B2,36,7,571,132,186.6110404,622.4744821,8641,15217139,1761.039116,796.1915864,12,493,41.08333333,1735056,3519.383367,4014283,464.5623192
B2,36,8,680,157,256.7783769,761.3887907,22624,40684603,1798.29398,647.268787,9,229,25.44444444,399175,1743.122271,1271872,56.21782178
B2,36,9,896,177,256.8847329,979.1684227,18982,38354302,2020.56169,1070.938438,1,14,14,4603,328.7857143,371373,19.56448214
B2,36,10,924,944,1022.351137,1005.01968,19004,34557069,1818.410282,924.0411701,0,0,0,0,0,254682,13.40149442
B2,37,1,177,733,831.3153929,266.4460243,25882,44072266,1702.815316,848.1721585,0,0,0,0,0,466860,18.0380187
B2,37,2,416,795,861.0169863,477.5627397,12775,28262534,2212.331429,1012.275486,0,0,0,0,0,337672,26.43225049
B2,37,3,621,563,642.2312423,697.8490294,18699,46299834,2476.059361,1278.369824,0,0,0,0,0,644510,34.46761859
B2,37,4,791,815,893.2529466,874.8163756,20787,36773374,1769.056333,610.9820123,24,428,17.83333333,394908,922.682243,1386786,66.71410016
B2,37,5,802,152,239.268694,914.9397785,28445,54828643,1927.531833,873.5446768,2,29,14.5,17710,610.6896552,505200,17.76059061
B2,38,1,174,415,520.6143968,269.2294978,29826,46832891,1570.203547,672.7578865,0,0,0,0,0,414530,13.89827667
B2,38,2,203,958,1023.710138,283.4561651,15604,26664883,1708.849205,553.143732,0,0,0,0,0,333611,21.3798385
B2,38,3,270,757,863.1196337,352.1698288,25879,37868829,1463.303412,735.4560462,0,0,0,0,0,314146,12.13903165
B2,38,4,317,14,121.7862433,460.6359147,28757,52542838,1827.132107,711.6592543,0,0,0,0,0,565267,19.6566749
B2,38,5,510,676,805.0621375,619.572882,21034,31528281,1498.919892,552.56722,13,305,23.46153846,396607,1300.35082,1334931,63.46538937
B2,38,6,528,964,1025.625573,598.5703855,11778,16920818,1436.64612,563.1890566,0,0,0,0,0,241252,20.4832739
B2,38,7,678,537,612.6208064,763.6623383,19792,40270097,2034.66537,832.9584756,0,0,0,0,0,513129,25.92608124
B2,38,8,687,252,325.6977511,763.2429758,18187,37324839,2052.281245,1055.384909,0,0,0,0,0,420827,23.13889042
B2,38,9,694,922,1000.985979,776.7966083,18044,30206300,1674.035691,650.0934017,11,348,31.63636364,582985,1675.244253,1768243,97.99617601
B2,38,10,755,41,179.3260492,855.6187138,30523,58079753,1902.819284,927.9666557,15,444,29.6,711029,1601.416667,1990548,65.21469056
B2,38,11,843,749,811.8890044,917.8432697,13469,25650226,1904.389784,769.8410127,0,0,0,0,0,314341,23.33810973
B2,38,12,866,341,414.8285291,945.7047999,15542,26520087,1706.349698,611.8326673,5,68,13.6,27927,410.6911765,319422,20.55218119
B2,39,1,57,742,811.6664632,155.872825,16379,22685078,1385.009952,457.5991141,0,0,0,0,0,265128,16.18706881
B2,39,2,211,451,543.2294825,298.4295049,26782,52178383,1948.263124,786.5723573,0,0,0,0,0,534572,19.96012247
B2,39,3,357,294,368.7602016,433.7265706,18257,36260424,1986.110752,798.7216406,2,24,12,16860,702.5,708760,38.82127403
B2,39,4,413,775,844.1305741,482.5453773,15294,31213586,2040.904015,935.3076525,4,52,13,19425,373.5576923,447190,29.23957107
B2,39,5,719,87,192.6501947,802.2751078,28756,57436337,1997.368793,1563.155461,0,0,0,0,0,569380,19.80038948
B2,39,6,746,567,655.4857052,828.7609807,25044,57735007,2305.342877,1185.438094,0,0,0,0,0,625179,24.96322472
B2,39,7,898,288,361.2595184,980.0224536,18438,35175307,1907.761525,704.8145097,10,302,30.2,399254,1322.033113,1804056,97.84445168
B2,40,1,133,93,195.8012614,253.2633761,33773,100833661,2985.629378,2459.893194,0,0,0,0,0,866882,25.66790039
B2,40,2,444,47,128.1119938,524.883395,21903,39082058,1784.32443,682.4397753,1,18,18,10001,555.6111111,446492,20.3849701
B2,40,3,698,107,185.2851571,781.3433014,19228,42834554,2227.717599,1310.466747,3,107,35.66666667,123374,1153.028037,867771,45.13059081
B2,41,1,109,846,933.0243989,176.1812489,16927,47917401,2830.826549,1608.053567,8,99,12.375,56567,571.3838384,791028,46.73173037
B2,41,2,119,88,189.2329337,217.3435283,24522,42619298,1738.002528,666.8157085,0,0,0,0,0,367515,14.98715439
B2,41,3,241,342,412.1429695,312.3229105,15255,37245421,2441.522189,1162.730901,12,348,29,707352,2032.62069,2347540,153.8865946
B2,41,4,277,877,967.6150208,373.6821679,26643,54402492,2041.905641,1848.794995,3,67,22.33333333,36555,545.5970149,597283,22.41800848
B2,41,5,316,630,700.9749327,383.942844,15239,39849005,2614.935691,1419.131209,8,238,29.75,496960,2088.067227,1729304,113.4788372
B2,41,6,605,388,490.0358418,734.3954858,37526,87289144,2326.097746,1743.475388,1,11,11,3779,343.5454545,921249,24.54961893
B2,41,7,722,725,817.7169014,824.3786234,27909,63171905,2263.495826,1109.331258,39,986,25.28205128,1637960,1661.217039,5971453,213.9615536
B2,41,8,820,91,194.7564769,895.8450552,25977,48693259,1874.475844,1438.89052,0,0,0,0,0,488900,18.82049505
B2,41,9,845,502,570.1187969,905.9428015,13864,26546977,1914.81369,819.0780151,0,0,0,0,0,295626,21.32328332
B2,42,1,156,149,218.8051676,273.2330439,23841,38887663,1631.125498,551.1699192,8,173,21.625,243474,1407.364162,1524564,63.94714987
B2,42,2,253,854,908.4549667,303.143067,8849,22697787,2565.011527,1398.611545,8,154,19.25,244301,1586.37013,951157,107.4875127
B2,42,3,364,941,1016.767662,448.8417438,19222,35901931,1867.752107,749.5177729,19,519,27.31578947,929035,1790.04817,2682562,139.5568619
B2,42,4,459,85,157.229477,529.6417738,14703,33180155,2256.692852,1064.474106,13,489,37.61538462,1176895,2406.738241,10945689,744.4527647
B2,42,5,478,822,877.2097795,620.7061053,21637,41621950,1923.646994,837.5312018,10,178,17.8,162797,914.5898876,1379110,63.73850349
B2,42,6,696,658,730.7212465,776.020347,18676,49467920,2648.742771,1440.266563,2,48,24,31100,647.9166667,726984,38.92610837
B2,42,7,814,358,437.7790744,908.5007378,22365,58572289,2618.926403,1418.81509,0,0,0,0,0,559951,25.03693271
B2,43,1,11,831,901.3946358,78.9813553,16144,24693812,1529.596878,492.452164,0,0,0,0,0,213657,13.23445243
B2,43,2,245,383,481.6338888,355.8621442,33905,63191919,1863.793511,785.230936,10,240,24,304032,1266.8,1199542,35.37950155
B2,43,3,261,893,976.6370872,369.6117651,27012,41888328,1550.730342,678.6980165,0,0,0,0,0,389834,14.43188213
B2,43,4,290,104,200.4677025,353.6228239,19243,31860988,1655.718339,677.5377607,0,0,0,0,0,351218,18.2517279
B2,43,5,468,250,331.5204753,545.355806,19609,32246512,1644.475088,727.2939475,16,302,18.875,355914,1178.523179,1528110,77.92901219
B2,43,6,479,707,768.3977706,548.0378157,14174,29549238,2084.7494,929.1909349,7,107,15.28571429,47568,444.5607477,625887,44.15740087
B2,43,7,516,78,166.8407512,596.1075835,23749,41392662,1742.922313,1080.61853,0,0,0,0,0,396986,16.71590383
B2,43,8,599,879,952.3944852,711.2585113,24262,37417007,1542.206207,736.8122487,0,0,0,0,0,382306,15.7573984
B2,43,9,699,283,365.1000712,759.6705097,15439,26234888,1699.260833,791.9024541,0,0,0,0,0,319130,20.67038021
B2,43,10,716,617,736.8023639,821.2008463,34265,63823604,1862.647133,1297.294197,4,115,28.75,131852,1146.53913,1033799,30.17069896
B2,43,11,759,459,530.9759442,829.772763,17792,45028961,2530.854373,1459.923541,0,0,0,0,0,523773,29.43868031
B2,43,12,940,556,625.2246105,1001.826019,13352,28184946,2110.915668,884.0981643,1,11,11,3373,306.6363636,336806,25.22513481
B2,44,1,46,516,585.001339,146.7195494,21658,41757069,1928.020547,929.9214221,1,26,26,25581,983.8846154,515560,23.80459876
B2,44,2,96,260,363.936027,209.3682164,29575,49855878,1685.743973,737.274463,1,12,12,3672,306,507443,17.15783601
B2,44,3,331,915,979.9877991,408.014031,14753,29356379,1989.858266,1065.323682,0,0,0,0,0,255858,17.34277774
B2,44,4,339,497,565.4162159,413.0185381,15158,38137912,2516.025333,1417.696707,1,10,10,3061,306.1,485881,32.05442671
B2,44,5,404,707,793.9199454,468.0668638,17588,35107591,1996.110473,775.8466854,20,586,29.3,1398007,2385.677474,5127132,291.5130771
B2,44,6,534,322,386.1520605,594.5659529,11114,25121788,2260.373223,1330.216543,3,146,48.66666667,201649,1381.157534,872896,78.54021954
B2,44,7,600,473,539.6494059,662.0480893,12456,25112273,2016.078436,907.9397213,20,835,41.75,3402689,4075.076647,8289568,665.5080283
B2,44,8,620,734,819.9792116,709.8585617,25976,44542215,1714.744957,807.0846633,0,0,0,0,0,496196,19.10209424
B2,44,9,701,354,420.0898813,768.0498163,14152,29134708,2058.698982,871.2881105,0,0,0,0,0,221653,15.66230921
B2,44,10,784,537,622.025428,858.898993,19860,47260485,2379.682024,1166.296519,5,126,25.2,123042,976.5238095,818685,41.22280967
B2,45,1,115,407,491.2478442,193.1564958,21106,34935386,1655.234815,649.6578009,0,0,0,0,0,290577,13.76750687
B2,45,2,138,265,327.776104,204.9782159,13542,24661435,1821.107296,800.9867454,17,323,19,375401,1162.232198,2578945,190.4404815
B2,45,3,187,700,808.8623377,269.6075305,31047,56983652,1835.39962,669.5116872,11,330,30,733468,2222.630303,2837245,91.38548008
B2,45,4,302,461,554.4181307,392.4308297,26695,50191099,1880.168533,888.4444612,0,0,0,0,0,475648,17.81786851
B2,45,5,355,105,173.2678486,427.0984657,14665,29268319,1995.793999,840.5493823,1,29,29,16378,564.7586207,289807,19.76181384
B2,45,6,412,747,877.0022155,519.9512326,39268,67042143,1707.297112,620.6548511,1,7,7,2157,308.1428571,567148,14.44300703
B2,45,7,646,203,267.133157,719.3547913,13608,27680984,2034.1699,1034.836426,0,0,0,0,0,336586,24.73442093
B2,45,8,847,646,737.6823099,926.5131579,20520,70818159,3451.177339,1948.546296,0,0,0,0,0,727221,35.43961988
B2,46,1,32,263,348.2962611,121.1512225,21022,49217878,2341.255732,1667.649926,0,0,0,0,0,488939,23.25844354
B2,46,2,138,756,830.1331986,221.2585224,19302,44260980,2293.077401,1139.283878,0,0,0,0,0,442689,22.93487721
B2,46,3,194,582,658.3686894,271.5357763,17847,39754773,2227.532526,1057.05622,10,239,23.9,293829,1229.410042,1214052,68.02555051
B2,46,4,275,157,218.9033888,327.301726,9502,38348103,4035.79278,3081.104492,1,10,10,5140,514,629785,66.27920438
B2,46,5,337,959,1022.094081,414.2154506,15391,44838892,2913.318953,1936.535832,0,0,0,0,0,433616,28.17334806
B2,46,6,413,439,518.7194156,471.7980989,11362,20419297,1797.156927,1345.780012,1,10,10,3290,329,199286,17.53969372
B2,46,7,452,408,460.0160302,520.3334512,8484,25813159,3042.569425,1651.841273,0,0,0,0,0,263374,31.0436115
B2,46,8,574,890,975.6164384,636.0355201,14527,13282925,914.3611895,320.5862584,3,73,24.33333333,46139,632.0410959,364700,25.10497694
B2,46,9,587,199,274.8727062,666.9416498,17275,33289317,1927.022692,735.4112191,0,0,0,0,0,353097,20.43976845
B2,46,10,629,856,921.4701629,744.2932455,21852,34555541,1581.344545,664.9912019,3,41,13.66666667,13791,336.3658537,337257,15.43369028
B2,46,11,638,651,717.4319367,693.82656,11122,25275611,2272.577864,1038.373669,0,0,0,0,0,389945,35.06069052
B2,46,12,710,321,406.6702485,786.1010843,20567,45593155,2216.811154,997.9534285,1,17,17,6382,375.4117647,531683,25.85126659
B2,46,13,785,667,764.0900654,876.6970559,28124,64797544,2303.994595,989.5166871,1,35,35,26022,743.4857143,601853,21.39997867
B2,47,1,128,931,1011.169388,234.2972454,26029,43486019,1670.675746,704.6365266,0,0,0,0,0,412508,15.84801567
B2,47,2,163,657,751.9204606,258.037445,27961,58963936,2108.792103,1001.350417,0,0,0,0,0,516113,18.45831694
B2,47,3,311,403,498.7586366,399.4199349,28252,63583414,2250.580985,1104.733104,9,152,16.88888889,146844,966.0789474,912771,32.30819057
B2,47,4,529,871,968.0836879,623.0410197,26085,57682049,2211.31106,1003.151496,2,40,20,20946,523.65,604210,23.16312057
B2,47,5,624,522,641.2662633,730.1321144,37846,80662823,2131.343418,1501.684252,0,0,0,0,0,679265,17.9481319
B2,47,6,688,177,256.4460345,764.5297479,19077,40230320,2108.838916,2393.018052,0,0,0,0,0,471991,24.74136395
B2,47,7,779,606,714.0164696,860.814006,22162,51126260,2306.93349,1073.367613,9,128,14.22222222,83256,650.4375,851792,38.4347983
B2,47,8,896,236,325.6984348,977.0049689,20125,45568786,2264.287503,1119.199911,0,0,0,0,0,418636,20.80178882
B2,48,1,48,423,500.3434199,105.1837473,10509,24764664,2356.519555,1029.23206,0,0,0,0,0,216451,20.59672662
B2,48,2,84,378,438.4727715,151.6830919,9457,21654365,2289.771069,1107.574177,0,0,0,0,0,210237,22.2308343
B2,48,3,132,692,793.1784884,213.352108,18074,45848835,2536.728726,1526.1958,1,19,19,8886,467.6842105,567388,31.39249751
